course_id,prof_id,semester,comment
CE201,PROF020,1,course organization was average slides were not always up to date
CE201,PROF022,2,the professor s real world examples made the subject very interesting
CE201,PROF022,2,one of the best courses i have taken highly interactive sessions
CE201,PROF022,2,the course content was relevant and up to date with industry trends
CE201,PROF013,3,average course content was okay but could have been more detailed
CE201,PROF013,3,the course was decent assignments could be more challenging
CE201,PROF013,3,average course content was okay but could have been more detailed
CE201,PROF013,3,professor is very approachable and always ready to help students
CE201,PROF013,3,the professor s real world examples made the subject very interesting
CE201,PROF013,3,the professor was often unavailable outside of class hours
CE201,PROF013,3,the course was decent assignments could be more challenging
CE201,PROF013,3,lectures were fine nothing extraordinary but covered the syllabus
CE201,PROF013,4,professor is very approachable and always ready to help students
CE201,PROF013,4,one of the best courses i have taken highly interactive sessions
CE201,PROF013,4,the course was decent assignments could be more challenging
CE201,PROF013,4,course organization was average slides were not always up to date
CE201,PROF013,4,average course content was okay but could have been more detailed
CE201,PROF013,4,professor is very approachable and always ready to help students
CE201,PROF013,4,the course was decent assignments could be more challenging
CE201,PROF013,4,the professor s real world examples made the subject very interesting
CE201,PROF029,5,excellent teaching style made difficult topics easy to understand
CE201,PROF029,5,course organization was average slides were not always up to date
CE201,PROF029,5,the course content was relevant and up to date with industry trends
CE201,PROF029,5,assignments were well structured and helped reinforce learning
CE201,PROF029,5,course organization was average slides were not always up to date
CE201,PROF029,5,course organization was average slides were not always up to date
CE201,PROF023,6,the professor was often unavailable outside of class hours
CE201,PROF023,6,poor course structure topics were taught out of order
CE201,PROF023,6,assignments were well structured and helped reinforce learning
CE201,PROF023,6,average course content was okay but could have been more detailed
CE201,PROF023,6,the professor was often unavailable outside of class hours
CE202,PROF002,1,professor is very approachable and always ready to help students
CE202,PROF002,1,some topics were skipped due to time constraints
CE202,PROF002,1,very well organized course with clear learning outcomes
CE202,PROF002,1,the course content was relevant and up to date with industry trends
CE202,PROF016,2,assignments were well structured and helped reinforce learning
CE202,PROF016,2,some topics were skipped due to time constraints
CE202,PROF016,2,very disappointing course expected much more depth
CE202,PROF016,2,the professor was often unavailable outside of class hours
CE202,PROF016,2,professor was okay explanations were sometimes unclear
CE202,PROF009,3,the professor s real world examples made the subject very interesting
CE202,PROF009,3,the professor was often unavailable outside of class hours
CE202,PROF009,3,the course content was relevant and up to date with industry trends
CE202,PROF009,3,the professor s real world examples made the subject very interesting
CE202,PROF009,3,one of the best courses i have taken highly interactive sessions
CE202,PROF009,3,assignments were well structured and helped reinforce learning
CE202,PROF012,4,the content felt outdated and not relevant to current practices
CE202,PROF012,4,very boring lectures professor reads directly from slides
CE202,PROF012,4,the professor was often unavailable outside of class hours
CE202,PROF012,4,lectures were fine nothing extraordinary but covered the syllabus
CE202,PROF012,4,course organization was average slides were not always up to date
CE202,PROF012,4,assignments were too difficult and not related to what was taught
CE202,PROF012,4,the professor was often unavailable outside of class hours
CE202,PROF012,4,very disappointing course expected much more depth
CE202,PROF011,5,average course content was okay but could have been more detailed
CE202,PROF011,5,very disappointing course expected much more depth
CE202,PROF011,5,very boring lectures professor reads directly from slides
CE202,PROF011,5,very engaging lectures the professor explains concepts clearly
CE202,PROF011,5,very engaging lectures the professor explains concepts clearly
CE202,PROF011,5,course organization was average slides were not always up to date
CE202,PROF011,5,the content felt outdated and not relevant to current practices
CE202,PROF011,5,poor course structure topics were taught out of order
CE202,PROF026,6,assignments were too difficult and not related to what was taught
CE202,PROF026,6,average course content was okay but could have been more detailed
CE202,PROF026,6,course organization was average slides were not always up to date
CE202,PROF026,6,the course content was relevant and up to date with industry trends
CE202,PROF026,6,the professor s real world examples made the subject very interesting
CE202,PROF026,6,some topics were skipped due to time constraints
CE202,PROF026,6,lectures were fine nothing extraordinary but covered the syllabus
CE301,PROF010,1,very well organized course with clear learning outcomes
CE301,PROF010,1,lectures were fine nothing extraordinary but covered the syllabus
CE301,PROF010,1,the course content was relevant and up to date with industry trends
CE301,PROF010,1,assignments were well structured and helped reinforce learning
CE301,PROF010,1,the professor s real world examples made the subject very interesting
CE301,PROF027,2,one of the best courses i have taken highly interactive sessions
CE301,PROF027,2,professor was okay explanations were sometimes unclear
CE301,PROF027,2,excellent teaching style made difficult topics easy to understand
CE301,PROF027,2,the content felt outdated and not relevant to current practices
CE301,PROF027,2,very engaging lectures the professor explains concepts clearly
CE301,PROF027,2,professor is very approachable and always ready to help students
CE301,PROF027,2,assignments were well structured and helped reinforce learning
CE301,PROF028,3,assignments were well structured and helped reinforce learning
CE301,PROF028,3,professor was okay explanations were sometimes unclear
CE301,PROF028,3,assignments were well structured and helped reinforce learning
CE301,PROF028,3,lectures were fine nothing extraordinary but covered the syllabus
CE301,PROF028,3,assignments were well structured and helped reinforce learning
CE301,PROF028,3,some topics were skipped due to time constraints
CE301,PROF028,3,the professor s real world examples made the subject very interesting
CE301,PROF022,4,average course content was okay but could have been more detailed
CE301,PROF022,4,professor is very approachable and always ready to help students
CE301,PROF022,4,the professor s real world examples made the subject very interesting
CE301,PROF022,4,professor is very approachable and always ready to help students
CE301,PROF022,4,very boring lectures professor reads directly from slides
CE301,PROF028,5,excellent teaching style made difficult topics easy to understand
CE301,PROF028,5,professor is very approachable and always ready to help students
CE301,PROF028,5,average course content was okay but could have been more detailed
CE301,PROF028,5,professor is very approachable and always ready to help students
CE301,PROF028,5,excellent teaching style made difficult topics easy to understand
CE301,PROF005,6,the professor s real world examples made the subject very interesting
CE301,PROF005,6,the professor s real world examples made the subject very interesting
CE301,PROF005,6,very boring lectures professor reads directly from slides
CE301,PROF005,6,average course content was okay but could have been more detailed
CE301,PROF005,6,excellent teaching style made difficult topics easy to understand
CE301,PROF005,6,very boring lectures professor reads directly from slides
CE302,PROF024,1,course organization was average slides were not always up to date
CE302,PROF024,1,the course content was relevant and up to date with industry trends
CE302,PROF024,1,the course content was relevant and up to date with industry trends
CE302,PROF024,1,course organization was average slides were not always up to date
CE302,PROF024,1,assignments were well structured and helped reinforce learning
CE302,PROF024,1,poor course structure topics were taught out of order
CE302,PROF024,1,some topics were skipped due to time constraints
CE302,PROF024,1,very well organized course with clear learning outcomes
CE302,PROF025,2,one of the best courses i have taken highly interactive sessions
CE302,PROF025,2,course organization was average slides were not always up to date
CE302,PROF025,2,the professor was often unavailable outside of class hours
CE302,PROF025,2,professor was okay explanations were sometimes unclear
CE302,PROF025,2,professor is very approachable and always ready to help students
CE302,PROF011,3,poor course structure topics were taught out of order
CE302,PROF011,3,the professor was often unavailable outside of class hours
CE302,PROF011,3,the professor was often unavailable outside of class hours
CE302,PROF011,3,professor was okay explanations were sometimes unclear
CE302,PROF011,3,professor was okay explanations were sometimes unclear
CE302,PROF011,3,the content felt outdated and not relevant to current practices
CE302,PROF011,3,average course content was okay but could have been more detailed
CE302,PROF024,4,assignments were well structured and helped reinforce learning
CE302,PROF024,4,professor was okay explanations were sometimes unclear
CE302,PROF024,4,assignments were well structured and helped reinforce learning
CE302,PROF024,4,lectures were fine nothing extraordinary but covered the syllabus
CE302,PROF024,4,average course content was okay but could have been more detailed
CE302,PROF024,4,the content felt outdated and not relevant to current practices
CE302,PROF024,4,some topics were skipped due to time constraints
CE302,PROF020,5,professor is very approachable and always ready to help students
CE302,PROF020,5,lectures were fine nothing extraordinary but covered the syllabus
CE302,PROF020,5,assignments were too difficult and not related to what was taught
CE302,PROF020,5,assignments were too difficult and not related to what was taught
CE302,PROF020,5,the course was decent assignments could be more challenging
CE302,PROF003,6,some topics were skipped due to time constraints
CE302,PROF003,6,very boring lectures professor reads directly from slides
CE302,PROF003,6,some topics were skipped due to time constraints
CE302,PROF003,6,assignments were too difficult and not related to what was taught
CE302,PROF003,6,poor course structure topics were taught out of order
CE302,PROF003,6,excellent teaching style made difficult topics easy to understand
CE302,PROF003,6,some topics were skipped due to time constraints
EEE101,PROF015,1,the professor s real world examples made the subject very interesting
EEE101,PROF015,1,some topics were skipped due to time constraints
EEE101,PROF015,1,poor course structure topics were taught out of order
EEE101,PROF030,2,lectures were fine nothing extraordinary but covered the syllabus
EEE101,PROF030,2,the content felt outdated and not relevant to current practices
EEE101,PROF030,2,assignments were well structured and helped reinforce learning
EEE101,PROF030,2,very disappointing course expected much more depth
EEE101,PROF030,2,very well organized course with clear learning outcomes
EEE101,PROF030,2,very boring lectures professor reads directly from slides
EEE101,PROF014,3,very boring lectures professor reads directly from slides
EEE101,PROF014,3,assignments were too difficult and not related to what was taught
EEE101,PROF014,3,the content felt outdated and not relevant to current practices
EEE101,PROF014,3,the content felt outdated and not relevant to current practices
EEE101,PROF016,4,assignments were too difficult and not related to what was taught
EEE101,PROF016,4,some topics were skipped due to time constraints
EEE101,PROF016,4,the content felt outdated and not relevant to current practices
EEE101,PROF016,4,average course content was okay but could have been more detailed
EEE101,PROF017,5,lectures were fine nothing extraordinary but covered the syllabus
EEE101,PROF017,5,very boring lectures professor reads directly from slides
EEE101,PROF017,5,lectures were fine nothing extraordinary but covered the syllabus
EEE101,PROF017,5,the professor was often unavailable outside of class hours
EEE101,PROF017,5,assignments were too difficult and not related to what was taught
EEE101,PROF017,5,the content felt outdated and not relevant to current practices
EEE101,PROF017,5,very well organized course with clear learning outcomes
EEE101,PROF012,6,course organization was average slides were not always up to date
EEE101,PROF012,6,very disappointing course expected much more depth
EEE101,PROF012,6,very boring lectures professor reads directly from slides
EEE101,PROF012,6,some topics were skipped due to time constraints
EEE101,PROF012,6,very disappointing course expected much more depth
EEE101,PROF012,6,very disappointing course expected much more depth
EEE101,PROF012,6,the professor was often unavailable outside of class hours
EEE102,PROF002,1,lectures were fine nothing extraordinary but covered the syllabus
EEE102,PROF002,1,poor course structure topics were taught out of order
EEE102,PROF002,1,course organization was average slides were not always up to date
EEE102,PROF026,2,poor course structure topics were taught out of order
EEE102,PROF026,2,lectures were fine nothing extraordinary but covered the syllabus
EEE102,PROF026,2,lectures were fine nothing extraordinary but covered the syllabus
EEE102,PROF026,2,very well organized course with clear learning outcomes
EEE102,PROF026,2,course organization was average slides were not always up to date
EEE102,PROF026,2,assignments were too difficult and not related to what was taught
EEE102,PROF003,3,lectures were fine nothing extraordinary but covered the syllabus
EEE102,PROF003,3,the course content was relevant and up to date with industry trends
EEE102,PROF003,3,assignments were too difficult and not related to what was taught
EEE102,PROF003,3,excellent teaching style made difficult topics easy to understand
EEE102,PROF003,3,the professor s real world examples made the subject very interesting
EEE102,PROF003,3,the content felt outdated and not relevant to current practices
EEE102,PROF003,3,the content felt outdated and not relevant to current practices
EEE102,PROF023,4,assignments were too difficult and not related to what was taught
EEE102,PROF023,4,poor course structure topics were taught out of order
EEE102,PROF023,4,professor was okay explanations were sometimes unclear
EEE102,PROF013,5,one of the best courses i have taken highly interactive sessions
EEE102,PROF013,5,average course content was okay but could have been more detailed
EEE102,PROF013,5,assignments were too difficult and not related to what was taught
EEE102,PROF013,5,course organization was average slides were not always up to date
EEE102,PROF025,6,very disappointing course expected much more depth
EEE102,PROF025,6,professor was okay explanations were sometimes unclear
EEE102,PROF025,6,assignments were too difficult and not related to what was taught
EEE102,PROF025,6,the content felt outdated and not relevant to current practices
EEE102,PROF025,6,very boring lectures professor reads directly from slides
EEE102,PROF025,6,lectures were fine nothing extraordinary but covered the syllabus
EEE102,PROF025,6,professor was okay explanations were sometimes unclear
EEE201,PROF017,1,course organization was average slides were not always up to date
EEE201,PROF017,1,very boring lectures professor reads directly from slides
EEE201,PROF017,1,course organization was average slides were not always up to date
EEE201,PROF017,1,one of the best courses i have taken highly interactive sessions
EEE201,PROF017,1,very boring lectures professor reads directly from slides
EEE201,PROF017,1,the professor s real world examples made the subject very interesting
EEE201,PROF017,1,very disappointing course expected much more depth
EEE201,PROF019,2,course organization was average slides were not always up to date
EEE201,PROF019,2,the content felt outdated and not relevant to current practices
EEE201,PROF019,2,average course content was okay but could have been more detailed
EEE201,PROF019,2,very disappointing course expected much more depth
EEE201,PROF006,3,poor course structure topics were taught out of order
EEE201,PROF006,3,very well organized course with clear learning outcomes
EEE201,PROF006,3,excellent teaching style made difficult topics easy to understand
EEE201,PROF006,3,very engaging lectures the professor explains concepts clearly
EEE201,PROF006,3,very well organized course with clear learning outcomes
EEE201,PROF006,3,lectures were fine nothing extraordinary but covered the syllabus
EEE201,PROF006,3,the professor s real world examples made the subject very interesting
EEE201,PROF006,3,very well organized course with clear learning outcomes
EEE201,PROF029,4,one of the best courses i have taken highly interactive sessions
EEE201,PROF029,4,poor course structure topics were taught out of order
EEE201,PROF029,4,assignments were too difficult and not related to what was taught
EEE201,PROF029,4,the course content was relevant and up to date with industry trends
EEE201,PROF029,4,professor was okay explanations were sometimes unclear
EEE201,PROF007,5,one of the best courses i have taken highly interactive sessions
EEE201,PROF007,5,the course content was relevant and up to date with industry trends
EEE201,PROF007,5,very well organized course with clear learning outcomes
EEE201,PROF007,5,the course content was relevant and up to date with industry trends
EEE201,PROF002,6,very boring lectures professor reads directly from slides
EEE201,PROF002,6,some topics were skipped due to time constraints
EEE201,PROF002,6,very disappointing course expected much more depth
EEE201,PROF002,6,very boring lectures professor reads directly from slides
EEE202,PROF002,1,one of the best courses i have taken highly interactive sessions
EEE202,PROF002,1,the content felt outdated and not relevant to current practices
EEE202,PROF002,1,very boring lectures professor reads directly from slides
EEE202,PROF002,1,professor was okay explanations were sometimes unclear
EEE202,PROF002,1,professor is very approachable and always ready to help students
EEE202,PROF002,1,very disappointing course expected much more depth
EEE202,PROF002,1,the professor was often unavailable outside of class hours
EEE202,PROF002,2,the course was decent assignments could be more challenging
EEE202,PROF002,2,average course content was okay but could have been more detailed
EEE202,PROF002,2,lectures were fine nothing extraordinary but covered the syllabus
EEE202,PROF002,2,poor course structure topics were taught out of order
EEE202,PROF002,2,some topics were skipped due to time constraints
EEE202,PROF002,2,course organization was average slides were not always up to date
EEE202,PROF012,3,the professor was often unavailable outside of class hours
EEE202,PROF012,3,the content felt outdated and not relevant to current practices
EEE202,PROF012,3,professor was okay explanations were sometimes unclear
EEE202,PROF012,3,the content felt outdated and not relevant to current practices
EEE202,PROF012,3,the professor was often unavailable outside of class hours
EEE202,PROF007,4,the course content was relevant and up to date with industry trends
EEE202,PROF007,4,very well organized course with clear learning outcomes
EEE202,PROF007,4,lectures were fine nothing extraordinary but covered the syllabus
EEE202,PROF007,4,very well organized course with clear learning outcomes
EEE202,PROF007,4,course organization was average slides were not always up to date
EEE202,PROF007,4,the content felt outdated and not relevant to current practices
EEE202,PROF007,4,the professor s real world examples made the subject very interesting
EEE202,PROF012,5,the course was decent assignments could be more challenging
EEE202,PROF012,5,the content felt outdated and not relevant to current practices
EEE202,PROF012,5,the content felt outdated and not relevant to current practices
EEE202,PROF012,5,poor course structure topics were taught out of order
EEE202,PROF015,6,the course was decent assignments could be more challenging
EEE202,PROF015,6,excellent teaching style made difficult topics easy to understand
EEE202,PROF015,6,very well organized course with clear learning outcomes
EEE202,PROF015,6,assignments were well structured and helped reinforce learning
EEE202,PROF015,6,one of the best courses i have taken highly interactive sessions
EEE301,PROF013,1,professor is very approachable and always ready to help students
EEE301,PROF013,1,the professor s real world examples made the subject very interesting
EEE301,PROF013,1,some topics were skipped due to time constraints
EEE301,PROF013,1,lectures were fine nothing extraordinary but covered the syllabus
EEE301,PROF013,1,average course content was okay but could have been more detailed
EEE301,PROF013,1,lectures were fine nothing extraordinary but covered the syllabus
EEE301,PROF013,1,the content felt outdated and not relevant to current practices
EEE301,PROF013,1,professor was okay explanations were sometimes unclear
EEE301,PROF030,2,very engaging lectures the professor explains concepts clearly
EEE301,PROF030,2,assignments were well structured and helped reinforce learning
EEE301,PROF030,2,very well organized course with clear learning outcomes
EEE301,PROF030,2,very disappointing course expected much more depth
EEE301,PROF030,2,very engaging lectures the professor explains concepts clearly
EEE301,PROF022,3,lectures were fine nothing extraordinary but covered the syllabus
EEE301,PROF022,3,professor was okay explanations were sometimes unclear
EEE301,PROF022,3,course organization was average slides were not always up to date
EEE301,PROF008,4,very boring lectures professor reads directly from slides
EEE301,PROF008,4,average course content was okay but could have been more detailed
EEE301,PROF008,4,the course content was relevant and up to date with industry trends
EEE301,PROF008,4,professor is very approachable and always ready to help students
EEE301,PROF008,4,the course was decent assignments could be more challenging
EEE301,PROF008,4,very boring lectures professor reads directly from slides
EEE301,PROF016,5,average course content was okay but could have been more detailed
EEE301,PROF016,5,very disappointing course expected much more depth
EEE301,PROF016,5,professor was okay explanations were sometimes unclear
EEE301,PROF016,5,very well organized course with clear learning outcomes
EEE301,PROF016,5,the course content was relevant and up to date with industry trends
EEE301,PROF016,5,very engaging lectures the professor explains concepts clearly
EEE301,PROF016,5,lectures were fine nothing extraordinary but covered the syllabus
EEE301,PROF015,6,professor was okay explanations were sometimes unclear
EEE301,PROF015,6,professor was okay explanations were sometimes unclear
EEE301,PROF015,6,very boring lectures professor reads directly from slides
EEE301,PROF015,6,assignments were too difficult and not related to what was taught
EEE301,PROF015,6,some topics were skipped due to time constraints
EEE301,PROF015,6,the content felt outdated and not relevant to current practices
EEE301,PROF015,6,the professor was often unavailable outside of class hours
EEE301,PROF015,6,assignments were too difficult and not related to what was taught
EEE302,PROF028,1,course organization was average slides were not always up to date
EEE302,PROF028,1,professor is very approachable and always ready to help students
EEE302,PROF028,1,course organization was average slides were not always up to date
EEE302,PROF019,2,very disappointing course expected much more depth
EEE302,PROF019,2,very boring lectures professor reads directly from slides
EEE302,PROF019,2,the professor was often unavailable outside of class hours
EEE302,PROF019,2,assignments were too difficult and not related to what was taught
EEE302,PROF012,3,very engaging lectures the professor explains concepts clearly
EEE302,PROF012,3,assignments were well structured and helped reinforce learning
EEE302,PROF012,3,one of the best courses i have taken highly interactive sessions
EEE302,PROF012,3,the course content was relevant and up to date with industry trends
EEE302,PROF012,3,very well organized course with clear learning outcomes
EEE302,PROF012,3,the professor was often unavailable outside of class hours
EEE302,PROF012,3,very well organized course with clear learning outcomes
EEE302,PROF012,3,very well organized course with clear learning outcomes
EEE302,PROF006,4,professor is very approachable and always ready to help students
EEE302,PROF006,4,course organization was average slides were not always up to date
EEE302,PROF006,4,average course content was okay but could have been more detailed
EEE302,PROF006,4,one of the best courses i have taken highly interactive sessions
EEE302,PROF006,4,average course content was okay but could have been more detailed
EEE302,PROF006,4,the course content was relevant and up to date with industry trends
EEE302,PROF006,4,excellent teaching style made difficult topics easy to understand
EEE302,PROF029,5,the professor was often unavailable outside of class hours
EEE302,PROF029,5,assignments were too difficult and not related to what was taught
EEE302,PROF029,5,the content felt outdated and not relevant to current practices
EEE302,PROF029,5,assignments were too difficult and not related to what was taught
EEE302,PROF029,5,the professor s real world examples made the subject very interesting
EEE302,PROF024,6,the content felt outdated and not relevant to current practices
EEE302,PROF024,6,average course content was okay but could have been more detailed
EEE302,PROF024,6,the course was decent assignments could be more challenging
EEE302,PROF024,6,lectures were fine nothing extraordinary but covered the syllabus
EEE302,PROF024,6,poor course structure topics were taught out of order
EEE302,PROF024,6,course organization was average slides were not always up to date
